"SampleID"	"StratUnit"	"Si"	"Ti"	"Al"	"Fe"	"Mg"	"Ca"	"Na"	"K"	"P"	"Rb"	"Nb"	"Zr"	"Th"	"V"	"Cr"	"Co"	"Ni"	"La"	"Er"	"Yb"	"Y"	"Ga"
158	"lJF"	43.0053424929451	2.08090366901347	4.64017599757027	8.63455430475705	30.0295926028323	9.42386259300354	0.861063587177988	0.526205525497659	0.49032787603191	0.00310939628703162	0.0157622473319526	0.0134062816837017	0.00224833269985364	0.0117200321588115	0.143988966522541	0.00783328680002198	0.0953149554140079	0.0120668494369804	0.000105241105099532	9.56737319086654e-05	0.00143510597862998	0.000884982020155155
159	"lJF"	42.5566114303581	2.11273957455679	4.04438718558013	8.66826865446727	34.5161282494734	6.60382027018607	0.470839105186941	0.338038331929086	0.422547914911357	0.00187128362317887	0.0157670736249781	0.0119641423907759	0.00246285070405477	0.00820950234684923	0.133766597063367	0.00631407312853257	0.070988049705108	0.0128696022084431	0.000100204219821836	9.65823805511674e-05	0.00130386213744076	0.000905459817667194
160	"lJF"	43.9375864396616	2.04608410607307	4.60073246972499	9.47348768187588	31.3772319850396	6.35113968185687	0.851549454550641	0.555872560609446	0.473083030305912	0.003761010090932	0.0145354761061491	0.0137548891061444	0.00261378374244016	0.013364595606142	0.156235670758527	0.00855097577277935	0.105142703485489	0.0126549710606831	0.000124184295455302	0.000105260974243065	0.00147838446970597	0.00091068483333888
161	"lJF"	41.4334731521452	1.71242389039213	3.65237263335384	9.2566690019099	34.8113024431463	7.74781997960635	0.383199751696141	0.239499844810088	0.431099720658158	0.00158069897574658	0.0124300419456436	0.0114480925819222	0.00199982370416424	0.0117354923956943	0.142622157584407	0.00827471963818854	0.129928665809473	0.00985541861393512	0.000104182432492388	8.86149425797326e-05	0.00132922413869599	0.000742449518911273
162	"lJF"	43.0526628443113	2.28577356097329	3.89995385918638	9.85003452048282	32.6135114266704	6.51563288256818	0.64802858687387	0.341687800351677	0.435946503896967	0.00208547381593955	0.0173553837902766	0.0129605717374774	0.00217973251948484	0.0107219275282768	0.167662668931185	0.00962617009956276	0.11982637688195	0.0120179847020245	9.77934049282386e-05	8.95457683680257e-05	0.00133140418757722	0.000812981318078128
163	"lJF"	43.7306814578506	2.00750242397113	4.13240265051367	9.66183915162713	33.9631842839092	4.6254734213136	0.692647035171325	0.410892308999939	0.434371869514221	0.00245361407374249	0.0148156026845121	0.0131133345472266	0.00241839473297107	0.0104484044288556	0.149447402673406	0.00880483519285583	0.126320035566838	0.0108710365181127	9.27442640314147e-05	0.000106832000339984	0.00136181450982837	0.000751345936457031
164	"lJF"	42.4814841517911	2.03807453085409	3.54601406813342	9.57777221725074	36.5557530013887	4.40601083548804	0.412327217224816	0.200273219794911	0.424107994859811	0.00120163931876946	0.0147730951542834	0.0115569428599299	0.00234437474936396	0.00977804543704564	0.155624072558281	0.00940106055272581	0.139484407198338	0.0118868046337097	0.000117807776349948	0.000106026998714953	0.00127232398457943	0.000636161992289717
165	"lJF"	42.3624716396465	2.20601007981451	4.58897283982804	9.70880372025315	36.6645953372379	2.66608704833197	0.566248576636879	0.401092741784456	0.471873813864066	0.00238296276001353	0.0163740213410831	0.0148404314460249	0.00231218168793392	0.0114429399862036	0.164683961038559	0.00962622580282694	0.1270520243829	0.0123041096965055	0.000113249715327376	9.3195078238153e-05	0.00152179304971161	0.00109710661723395
166	"lJF"	41.2882253582011	1.80235791339649	3.48613964828005	9.35566048466993	37.2447776709103	5.43078897589205	0.403159006943952	0.284582828431025	0.367586153390073	0.00176678505984261	0.0133991081719607	0.0103398427663272	0.00225294739174561	0.00913036574549537	0.150117441997365	0.00909479289194149	0.127587968079909	0.0108022898625276	9.84182281657293e-05	6.87741835374976e-05	0.00123319225653444	0.000830033249590488
167	"lJF"	41.3006934472146	2.22137608719307	4.33409790925169	8.59575964174709	32.1616624797953	9.67022959696548	0.519125933420119	0.362180883781479	0.482907845041971	0.002450757313588	0.0176985725207882	0.0147890527544104	0.00228173956782331	0.0131592387773937	0.167689749190825	0.0093321941054361	0.107929903366881	0.0139198186333348	0.000107446995521839	0.000108654265134444	0.0016418866731427	0.000857161424949499
