label	Group	numOtus	Otu000001	Otu000002	Otu000003	Otu000004	Otu000005	Otu000006	Otu000007	Otu000008	Otu000009	Otu000010	Otu000011	Otu000012	Otu000013	Otu000014	Otu000015	Otu000016	Otu000017	Otu000018	Otu000019	Otu000020	Otu000021	Otu000022	Otu000023	Otu000024	Otu000025	Otu000026	Otu000027	Otu000028	Otu000029	Otu000030	Otu000031	Otu000032	Otu000033	Otu000034	Otu000035	Otu000036	Otu000037	Otu000038	Otu000039	Otu000040	Otu000041	Otu000042	Otu000043	Otu000044	Otu000045	Otu000046	Otu000047	Otu000048	Otu000049	Otu000050	Otu000051	Otu000052	Otu000053	Otu000054	Otu000055	Otu000056	Otu000057	Otu000058	Otu000059	Otu000060	Otu000061	Otu000062	Otu000063	Otu000064	Otu000065	Otu000066	Otu000067	Otu000068	Otu000069	Otu000070	Otu000071	Otu000072	Otu000073	Otu000074	Otu000075	Otu000076	Otu000077	Otu000078	Otu000079	Otu000080	Otu000081	Otu000082	Otu000083	Otu000084	Otu000085	Otu000086	Otu000087	Otu000088	Otu000089	Otu000090	Otu000091	Otu000092	Otu000093	Otu000094	Otu000095	Otu000096	Otu000097	Otu000098	Otu000099	Otu000100	Otu000101	Otu000102	Otu000103	Otu000104	Otu000105	Otu000106	Otu000107	Otu000108	Otu000109	Otu000110	Otu000111	Otu000112	Otu000113	Otu000114	Otu000115	Otu000116	Otu000117	Otu000118	Otu000119	Otu000120	Otu000121	Otu000122	Otu000123	Otu000124	Otu000125	Otu000126	Otu000127	Otu000128	Otu000129	Otu000130	Otu000131	Otu000132	Otu000133	Otu000134	Otu000135	Otu000137	Otu000138	Otu000139	Otu000140	Otu000141	Otu000142	Otu000143	Otu000144	Otu000145	Otu000146	Otu000147	Otu000148	Otu000149	Otu000150	Otu000151	Otu000152	Otu000153	Otu000154	Otu000155	Otu000156	Otu000157	Otu000158	Otu000159	Otu000160	Otu000161	Otu000162	Otu000163	Otu000164	Otu000165	Otu000166	Otu000167	Otu000168	Otu000169	Otu000170	Otu000171	Otu000172	Otu000173	Otu000174	Otu000175	Otu000176	Otu000177	Otu000178	Otu000179	Otu000180	Otu000181	Otu000183	Otu000184	Otu000185	Otu000188	Otu000189	Otu000190	Otu000191	Otu000192	Otu000193	Otu000195	Otu000198	Otu000199	Otu000200	Otu000201	Otu000202	Otu000203	Otu000205	Otu000206	Otu000208	Otu000209	Otu000210	Otu000211	Otu000212	Otu000213	Otu000214	Otu000216	Otu000217	Otu000218	Otu000221	Otu000223	Otu000224	Otu000225	Otu000227	Otu000231	Otu000232	Otu000233	Otu000234	Otu000235	Otu000236	Otu000237	Otu000238	Otu000239	Otu000241	Otu000243	Otu000244	Otu000245	Otu000246	Otu000247	Otu000248	Otu000249	Otu000250	Otu000253	Otu000254	Otu000255	Otu000256	Otu000257	Otu000258	Otu000259	Otu000260	Otu000261	Otu000262	Otu000263	Otu000264	Otu000267	Otu000268	Otu000269	Otu000270	Otu000271	Otu000272	Otu000274	Otu000275	Otu000276	Otu000277	Otu000278	Otu000279	Otu000281	Otu000282	Otu000283	Otu000284	Otu000285	Otu000286	Otu000287	Otu000288	Otu000290	Otu000291	Otu000294	Otu000295	Otu000296	Otu000297	Otu000298	Otu000299	Otu000300	Otu000301	Otu000302	Otu000304	Otu000305	Otu000306	Otu000307	Otu000310	Otu000311	Otu000313	Otu000314	Otu000316	Otu000317	Otu000318	Otu000319	Otu000320	Otu000322	Otu000324	Otu000325	Otu000326	Otu000328	Otu000330	Otu000331	Otu000333	Otu000334	Otu000336	Otu000337	Otu000338	Otu000339	Otu000340	Otu000342	Otu000345	Otu000347	Otu000348	Otu000350	Otu000351	Otu000355	Otu000356	Otu000358	Otu000360	Otu000361	Otu000363	Otu000364	Otu000365	Otu000366	Otu000368	Otu000369	Otu000370	Otu000371	Otu000372	Otu000374	Otu000375	Otu000378	Otu000379	Otu000381	Otu000386	Otu000389	Otu000395	Otu000400	Otu000407	Otu000409	Otu000435	Otu000449	Otu000461	
0.03	2677650	335	1557	192	353	543	467	1162	90	3	9	482	1	21	95	359	224	557	1	4	0	534	1	177	1	1	0	324	21	177	2	0	0	139	6	0	1	96	2	0	2	1	0	4	44	0	290	22	9	93	51	8	1	0	0	78	0	0	0	0	0	1	0	0	2	0	0	4	1	164	0	57	0	0	1	33	0	0	0	0	36	0	15	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	83	0	1	1	0	0	0	0	0	80	0	0	0	0	0	31	0	1	0	91	75	12	0	0	9	0	0	0	0	0	0	0	0	3	0	4	0	0	0	28	0	2	306	1	0	0	78	0	38	0	0	8	0	45	10	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1	25	0	5	0	3	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	29	1	0	1	0	7	2	1	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	7	0	1	0	0	0	0	0	7	0	0	3	14	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	
0.03	2679660	335	636	313	170	62	198	479	111	54	259	390	243	144	211	19	333	13	69	251	299	11	309	208	2	54	3	77	57	15	22	44	11	10	137	213	57	23	43	1	780	2	0	28	373	10	17	38	46	211	12	8	20	22	9	0	0	1	189	5	0	122	15	19	17	9	17	6	0	41	19	18	0	27	5	11	2	7	15	0	3	13	29	6	2	3	3	0	0	23	20	0	0	66	44	4	0	0	3	9	0	8	10	0	0	100	6	11	1	0	0	0	0	2	0	132	0	88	12	4	33	3	0	1	13	0	28	1	0	0	0	0	2	25	8	0	0	9	6	2	41	0	3	4	5	14	14	1	6	1	9	0	10	0	15	0	1	30	4	7	7	0	13	11	7	1	10	9	72	81	5	7	5	0	5	0	10	10	35	5	40	14	0	0	6	2	2	55	0	3	1	35	3	1	0	0	0	7	0	0	0	12	0	0	0	0	7	2	0	1	60	20	0	38	3	0	0	1	2	7	0	14	0	1	4	0	0	0	3	0	0	6	4	0	6	0	0	14	2	0	4	0	12	0	0	0	0	6	2	2	0	6	10	0	0	0	0	4	0	2	0	2	1	0	46	0	5	0	8	3	1	1	0	0	0	0	0	0	2	6	0	1	11	0	0	1	0	0	16	2	1	0	0	0	0	0	19	0	0	6	6	16	0	0	1	1	2	0	0	0	3	0	1	1	3	0	2	2	0	15	0	0	0	1	5	2	0	0	0	0	0	2	11	0	0	1	1	
0.03	2681650	335	255	827	1340	7	355	577	442	339	194	68	202	47	106	89	32	89	234	276	30	21	74	38	346	13	0	61	8	1	105	16	51	0	0	0	133	5	73	73	14	68	352	1	0	26	16	3	79	0	82	53	20	128	10	2	0	0	0	6	0	33	15	10	36	2	21	17	21	38	1	15	0	0	0	6	18	0	66	118	0	68	0	1	8	0	0	19	0	15	0	0	0	4	0	41	35	1375	0	3	0	1	0	8	16	1	0	0	0	0	0	0	0	14	2	0	30	2	2	33	3	2	9	2	2	0	14	29	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	13	0	7	2	0	0	0	2	4	0	1	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	14	0	1	10	0	2	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	15	5	1	1	0	0	0	0	0	0	9	5	0	0	4	2	0	0	0	0	0	1	0	0	3	0	3	0	0	0	0	0	1	0	0	36	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	2	
0.03	2695652	335	3205	2	1	432	1043	4	1	401	467	864	1	0	75	40	0	615	0	0	2	112	8	217	2	0	1	0	23	308	19	1	3	96	0	0	0	576	1	3	0	0	0	1	0	0	3	167	0	0	0	135	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	2	0	2	0	24	0	0	0	17	0	0	0	0	0	0	3	0	1	41	0	0	350	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	6	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	9	0	2	192	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	12	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	
0.03	2703653	335	248	153	325	1861	3154	682	0	125	18	274	1	7	132	406	169	15	0	0	0	17	33	100	236	0	0	200	25	11	110	0	0	22	0	0	8	55	76	60	26	0	0	0	0	0	65	71	4	0	0	1	0	29	0	0	0	0	0	1	0	6	101	96	5	0	0	0	0	17	0	59	0	0	0	8	0	0	11	0	1	99	0	22	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	2	117	0	0	0	0	0	0	0	0	51	0	8	6	9	4	10	6	0	0	84	0	0	1	0	0	0	0	0	0	1	8	0	0	0	5	30	0	9	1	0	0	1	0	80	0	0	12	0	0	0	0	155	0	0	0	1	0	0	4	0	2	0	0	0	1	0	0	0	0	0	0	0	4	13	4	10	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	4	1	0	3	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2705653	335	376	360	52	4	2	67	6	703	432	556	3	0	1	262	123	610	0	0	0	49	2	1	0	0	0	25	139	205	0	22	14	811	23	0	14	2380	1	95	0	0	0	677	1	0	18	144	0	0	0	79	0	1	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	52	0	0	0	0	0	15	0	0	0	0	14	0	5	0	0	16	0	0	342	0	1	0	0	0	0	0	0	0	110	4	0	0	0	0	3	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	514	0	0	0	0	0	2	0	0	0	0	3	0	0	133	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2709650	335	1191	36	21	13	587	1118	36	665	741	426	21	5	168	1114	198	140	1	0	7	69	104	254	5	14	1	403	120	14	95	0	697	4	9	5	4	6	46	143	5	1	2	7	2	6	3	9	23	0	1	0	1	350	2	0	0	0	0	5	0	35	26	46	0	0	8	11	0	129	0	47	1	0	0	24	67	0	106	0	3	5	0	2	0	16	1	1	1	0	19	0	0	1	0	53	0	0	0	0	1	1	101	23	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	5	3	0	0	3	4	0	74	0	1	0	0	0	1	0	0	0	0	0	2	0	0	5	4	0	2	17	0	0	0	0	2	1	6	28	0	0	0	0	0	1	5	0	14	0	1	0	1	0	0	4	2	0	1	0	0	0	20	0	13	8	0	0	0	0	1	10	37	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	
0.03	2713651	335	1045	179	37	338	304	529	145	145	1130	500	524	15	190	159	1555	117	47	0	459	13	181	39	0	6	0	115	272	1	54	58	36	2	12	0	30	8	18	117	21	41	0	12	45	0	0	10	0	0	3	2	0	29	0	43	0	0	0	48	0	5	2	14	0	3	0	2	0	10	0	49	0	0	0	11	6	0	5	0	0	19	13	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	794	0	0	0	0	1	0	0	1	0	23	48	0	2	0	0	0	0	0	1	1	0	0	5	0	0	0	2	0	0	0	0	0	23	4	0	0	0	1	0	0	1	0	0	0	1	6	4	0	0	0	0	21	0	0	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	7	4	0	10	0	1	34	0	0	0	0	0	3	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2717652	335	1278	211	74	404	87	168	185	803	352	474	122	142	1039	42	34	172	291	9	0	327	159	141	0	14	0	141	98	31	82	66	39	2	75	270	45	5	0	61	25	103	0	3	0	10	18	31	67	0	1	4	0	4	0	0	0	0	0	1	1	16	41	36	35	0	105	5	0	276	0	21	0	2	7	149	12	0	26	0	7	0	0	5	0	132	0	0	18	30	0	0	2	0	0	21	0	0	3	1	0	0	0	21	0	6	2	0	59	0	0	0	30	0	6	1	11	9	1	9	6	3	0	6	1	0	1	10	0	0	0	0	1	5	8	0	0	2	0	0	10	47	2	0	17	6	20	10	0	2	4	0	5	2	70	34	15	2	15	0	0	0	9	0	2	10	0	1	3	0	0	3	16	0	5	0	7	1	0	1	3	0	1	0	0	2	8	2	3	18	0	0	96	0	0	0	7	4	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	4	0	1	1	0	0	0	0	7	2	0	0	0	4	7	0	0	1	0	0	0	0	0	5	0	0	0	0	12	0	1	0	2	2	4	0	3	0	20	0	8	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	4	7	0	0	0	0	12	0	1	0	1	8	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	11	2	1	2	3	0	0	0	1	1	2	0	2	10	0	0	0	0	0	0	0	0	0	4	0	
0.03	2719650	335	245	1587	1766	233	535	537	38	32	20	71	190	236	287	148	21	26	237	1245	98	54	115	11	117	10	0	37	142	10	5	39	106	2	0	0	28	11	13	12	27	13	0	4	66	2	13	7	64	0	1	3	44	13	37	17	0	0	0	228	1	12	2	5	63	51	3	152	39	44	0	29	0	0	0	27	10	0	153	0	3	1	3	0	17	1	0	12	1	4	0	0	0	5	0	13	2	0	4	6	0	0	40	1	16	0	0	0	0	0	0	2	1	0	3	3	4	8	4	7	8	5	14	6	1	0	3	14	0	0	0	0	0	3	35	0	0	0	11	0	0	2	1	6	0	2	2	0	3	0	10	9	0	0	0	9	0	1	0	3	1	0	1	0	0	0	5	0	0	0	5	0	0	0	1	0	0	5	0	5	0	1	0	0	0	0	1	2	0	0	2	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	3	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	3	0	
0.03	2725650	335	1281	239	114	1512	823	145	327	1417	106	290	2	27	34	1033	40	199	2	3	1	521	3	4	10	6	2	65	33	17	0	1	1	39	1	1	74	12	0	103	1	0	2	1	0	28	10	11	2	0	0	32	1	286	0	0	0	0	0	46	0	8	67	25	1	1	17	16	1	58	0	22	0	0	0	170	244	29	1	0	0	6	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	59	0	1	25	0	1	0	7	0	0	9	0	0	22	0	0	0	0	0	0	0	4	0	0	0	1	9	0	1	1	0	0	31	11	12	0	0	2	0	22	2	0	0	0	0	0	2	1	0	0	11	1	0	0	2	5	0	0	0	1	0	0	0	0	0	12	11	0	0	0	0	7	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	1	4	3	0	1	0	0	0	0	0	0	0	0	0	
0.03	2727653	335	658	21	17	44	1563	347	45	537	525	331	461	9	214	380	263	335	18	18	586	179	48	319	13	2	0	312	304	1	31	21	166	1	2	0	6	8	91	108	13	11	0	179	0	40	7	7	7	0	9	251	1	11	55	0	28	0	0	4	0	15	19	38	8	0	13	4	15	25	9	33	36	0	0	20	44	0	3	0	0	1	13	0	0	19	380	9	0	3	0	13	0	20	2	31	0	0	0	2	0	2	1	56	0	0	1	0	0	4	0	0	1	1	0	0	6	0	1	5	1	0	0	0	3	0	28	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	12	0	2	3	15	0	0	0	0	0	2	22	0	44	0	0	3	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	10	0	12	1	0	0	0	0	0	22	23	0	0	6	1	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	28	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	6	1	0	8	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	1	0	1	0	0	1	0	0	
0.03	2731670	335	179	513	565	1909	309	117	1339	170	85	136	2	223	96	131	33	2	290	628	0	33	3	56	285	68	0	44	73	10	1	182	6	25	174	8	3	12	1	1	2	5	0	18	0	201	155	69	54	0	64	1	139	0	0	0	0	0	0	0	0	29	23	28	16	0	54	2	0	21	0	28	0	1	0	14	0	105	0	0	0	0	9	0	0	18	0	0	2	0	1	0	0	0	0	0	0	0	1	66	0	0	0	0	14	0	0	0	20	0	0	0	0	7	21	30	3	0	10	2	11	0	0	62	1	0	0	4	0	0	0	0	0	0	17	0	0	0	6	0	0	11	0	2	0	3	13	57	0	0	16	0	0	15	1	27	0	14	0	0	0	1	3	1	0	0	14	0	2	0	0	15	0	0	0	0	2	27	0	1	0	21	11	0	5	0	6	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	5	0	0	0	0	3	2	0	0	4	0	0	0	0	18	0	0	0	0	12	0	0	0	0	0	1	0	0	0	1	18	0	0	0	0	0	0	55	0	1	0	39	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	0	1	0	15	10	0	0	10	0	0	0	8	4	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	
0.03	2733650	335	658	913	673	87	351	612	361	326	323	200	1	39	161	256	188	122	0	1	1	20	291	134	309	63	0	146	75	481	26	64	8	2	0	0	0	6	48	212	0	454	0	106	0	15	114	17	6	206	36	1	0	87	0	0	0	0	0	2	217	14	75	0	34	0	0	4	0	8	0	60	0	0	0	5	18	0	9	0	4	29	0	11	0	0	0	44	0	0	64	2	14	11	0	12	0	0	2	21	0	0	1	26	29	0	0	0	0	0	0	0	3	9	37	0	27	0	125	10	8	0	0	50	3	0	17	74	0	0	0	0	0	9	30	0	0	0	7	0	64	10	0	0	0	0	10	0	0	0	6	7	0	3	4	0	0	0	0	0	1	0	2	0	7	0	5	6	3	0	0	30	2	0	0	0	12	6	0	9	0	5	0	0	0	0	2	0	1	0	1	0	16	0	0	0	0	18	0	2	0	3	0	0	0	0	0	0	0	2	0	2	0	14	0	0	0	0	0	12	0	1	2	0	0	0	0	9	0	0	0	0	3	5	0	0	2	0	2	0	0	0	6	0	0	0	5	0	5	0	3	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	27	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2739651	335	822	201	129	495	173	160	725	134	540	369	3	171	547	1	28	51	98	48	401	6	77	159	0	223	1	171	87	69	767	34	9	1	0	0	33	5	0	297	174	0	0	0	0	18	43	7	0	91	6	94	101	15	0	0	0	1	0	0	0	34	38	9	0	0	4	4	0	20	0	8	0	0	153	3	1	96	4	0	0	8	15	0	9	16	0	0	1	1	2	0	0	0	0	22	0	0	0	7	0	0	0	68	3	0	66	0	3	0	0	0	0	0	26	8	11	0	4	0	3	0	0	0	3	626	13	9	0	0	0	0	0	34	2	0	0	139	0	0	0	0	39	0	0	20	41	0	0	0	32	0	7	1	2	0	0	0	0	37	3	6	9	0	1	0	0	5	3	24	0	0	0	33	0	0	27	3	0	10	15	10	0	0	1	14	11	13	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	10	0	0	0	0	4	13	2	0	0	0	0	24	5	0	0	3	0	0	93	0	0	0	0	12	0	0	0	11	0	7	0	12	0	0	0	15	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	8	0	2	3	7	5	0	0	0	0	3	0	1	0	3	0	0	4	0	0	0	0	0	0	8	0	0	0	50	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	0	0	2	4	0	0	0	0	0	2	0	0	0	0	0	
0.03	2743650	335	716	40	22	343	1207	128	9	1002	1531	391	0	0	99	661	953	123	0	0	0	26	32	0	16	0	4	308	305	21	11	0	16	214	1	0	0	144	196	216	1	0	1	269	3	1	27	8	3	2	1	129	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	44	0	50	0	0	0	10	0	0	0	0	65	12	51	0	0	9	0	0	96	0	0	58	0	0	0	45	0	0	6	1	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	0	39	0	0	0	3	0	0	0	0	21	0	6	40	0	0	0	0	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	22	0	0	
0.03	2751650	335	323	65	129	111	164	297	27	55	130	64	232	14	126	55	23	95	57	68	44	19	26	30	111	21	4012	146	101	3	126	3	14	0	4	0	118	8	38	33	1	24	0	0	0	3	0	1	23	20	3	20	73	15	27	19	6	0	387	2	0	1	2	9	10	0	11	5	112	24	64	9	0	0	0	6	8	0	18	0	0	13	4	0	26	9	0	13	0	1	0	0	0	3	293	2	15	0	0	3	0	0	0	9	24	0	0	3	0	0	156	9	28	39	0	5	10	2	1	4	0	0	0	4	0	0	15	8	0	0	0	161	0	1	1	0	6	0	0	0	0	0	3	2	0	1	0	0	19	0	0	0	0	2	1	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	2	8	1	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	7	0	1	0	0	0	1	0	0	0	0	0	2	11	1	0	1	0	0	0	0	0	0	5	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	2	
